transaction_id,client_id,commercial_id,date_transaction,region,ville,segment_client,age_client,anciennete_client_annees,canal_acquisition,campagne_marketing,cout_acquisition_eur,categorie_produit,produit,nb_licences,montant_brut_eur,remise_pct,montant_net_eur,nb_contacts_avant_vente,duree_cycle_vente_jours,taux_conversion_pct,score_satisfaction,nps_score,taux_utilisation_pct,nb_tickets_support,uptime_pct,churn,statut_renouvellement
TXN-00102,CLI-6431,COM-127,2021-05-11,Occitanie,Perpignan,TPE,41,1,Téléphonie,Email Campaign,46.32,Infrastructure Cloud,Cloud Enterprise,3,3274.26,7.7,3022.14,4,54,20.3,9.1,-20,60.3,0,99.13,0,Renouvelé
TXN-00103,CLI-1842,COM-193,2023-02-28,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,30,0,Inbound Marketing,SEO Organique,10.27,Support & Maintenance,Support Silver,9,386.03,13.3,334.69,4,24,30.6,8.4,-10,61.7,5,98.68,0,Renouvelé
TXN-00104,CLI-7733,COM-129,2023-02-21,Nouvelle-Aquitaine,La Rochelle,PME,28,0,Digital,Email Campaign,24.27,Cybersécurité,Endpoint Shield,40,9003.47,12.9,7842.02,3,20,8.9,5.1,81,86.1,5,98.9,0,Renouvelé
TXN-00105,CLI-8099,COM-146,2023-08-17,Pays de la Loire,Le Mans,PME,32,3,Partenaire Revendeur,LinkedIn Ads,92.17,Infrastructure Cloud,Cloud Starter,41,2872.13,4.4,2745.76,5,10,16.8,6.9,28,58.3,2,99.51,0,Renouvelé
TXN-00106,CLI-4039,COM-131,2023-12-20,Provence-Alpes-Côte d'Azur,Nice,PME,64,10,Digital,Google Ads,470.01,Support & Maintenance,Support Platinum,25,1356.76,2.2,1326.91,4,24,20.5,6.0,73,93.8,3,99.47,0,Renouvelé
TXN-00107,CLI-7365,COM-100,2022-05-30,Auvergne-Rhône-Alpes,Grenoble,TPE,33,2,Digital,Webinar,31.87,Data & BI,Analytics Engine,9,4776.7,21.9,3730.6,3,25,32.3,7.0,71,92.7,5,98.11,1,Non renouvelé
TXN-00108,CLI-2088,COM-196,2021-01-24,Grand Est,Reims,Grand Compte,48,2,Commercial Terrain,SEO Organique,21.63,Logiciels SaaS,HR Manager,149,8580.18,16.5,7164.45,6,8,23.9,5.1,-22,74.8,2,99.75,1,Non renouvelé
TXN-00109,CLI-7660,COM-107,2021-08-23,Provence-Alpes-Côte d'Azur,Marseille,Startup,33,1,Digital,Email Campaign,31.66,Cybersécurité,SecureGuard Basic,17,4986.52,8.0,4587.6,4,49,25.9,7.0,36,87.6,4,99.2,0,Renouvelé
TXN-00110,CLI-9976,COM-139,2022-07-01,Île-de-France,Montreuil,Particulier,41,0,Digital,Google Ads,145.18,Support & Maintenance,Support Platinum,1,157.83,15.0,134.16,3,12,40.6,6.9,58,80.3,4,99.95,0,Renouvelé
TXN-00111,CLI-5149,COM-179,2022-11-28,Provence-Alpes-Côte d'Azur,Marseille,Particulier,47,0,Digital,Google Ads,194.47,Infrastructure Cloud,Hybrid Connect,1,1553.18,5.6,1466.2,6,42,33.3,7.0,2,94.1,1,99.45,1,Non renouvelé
TXN-00112,CLI-6642,COM-188,2021-08-17,Île-de-France,Boulogne-Billancourt,Particulier,31,0,Digital,None,0.0,Data & BI,DataViz Pro,1,5440.76,8.9,4956.53,5,132,37.8,7.7,-3,29.1,2,99.51,0,Renouvelé
TXN-00113,CLI-6523,COM-174,2022-08-25,Pays de la Loire,Saint-Nazaire,TPE,30,1,Partenaire Revendeur,Google Ads,210.99,Support & Maintenance,Support Bronze,4,1662.65,12.2,1459.81,6,161,6.7,4.4,50,61.8,3,98.88,0,Non renouvelé
TXN-00114,CLI-3739,COM-174,2023-06-10,Grand Est,Reims,Startup,57,0,Commercial Terrain,None,0.0,Cybersécurité,SecureGuard Basic,21,30142.4,9.9,27158.3,2,59,34.0,8.6,0,96.0,1,99.8,0,Upsell
TXN-00115,CLI-6294,COM-123,2021-11-20,Occitanie,Montpellier,PME,49,0,Digital,Email Campaign,26.47,Logiciels SaaS,Collaboration Suite,14,12830.91,5.0,12189.36,4,58,17.3,8.7,43,84.9,1,99.76,0,Upsell
TXN-00116,CLI-3875,COM-149,2023-07-19,Pays de la Loire,Le Mans,TPE,47,3,Digital,Google Ads,50.24,Logiciels SaaS,CRM Pro,7,1133.78,23.1,871.88,3,49,46.2,9.7,57,40.5,3,99.41,0,Upsell
TXN-00117,CLI-9140,COM-180,2021-01-07,Grand Est,Strasbourg,TPE,47,6,Digital,Google Ads,111.69,Cybersécurité,Endpoint Shield,5,3639.35,4.8,3464.66,7,35,21.0,7.0,61,66.5,3,99.53,1,Non renouvelé
TXN-00118,CLI-6109,COM-151,2022-06-24,Île-de-France,Versailles,TPE,43,8,Téléphonie,Google Ads,164.13,Logiciels SaaS,CRM Pro,4,2293.43,17.9,1882.91,6,6,26.9,7.7,59,36.0,3,99.54,0,Non renouvelé
TXN-00119,CLI-2229,COM-144,2023-10-23,Pays de la Loire,Saint-Nazaire,Startup,62,2,Digital,LinkedIn Ads,392.91,Support & Maintenance,Support Gold,9,1111.45,12.7,970.3,4,3,16.0,9.1,73,77.4,5,99.24,0,Renouvelé
TXN-00120,CLI-1033,COM-127,2022-01-01,Nouvelle-Aquitaine,La Rochelle,PME,38,0,Partenaire Revendeur,Google Ads,121.23,Infrastructure Cloud,Hybrid Connect,14,8069.74,9.8,7278.91,7,25,16.9,5.9,4,67.9,4,98.49,0,Renouvelé
TXN-00121,CLI-3276,COM-192,2023-11-06,Grand Est,Metz,PME,44,4,Digital,Salon Pro,226.84,Infrastructure Cloud,Cloud Enterprise,19,32817.32,9.0,29863.76,5,33,9.0,8.1,85,84.6,9,98.35,0,Renouvelé
TXN-00122,CLI-6952,COM-149,2021-08-06,Pays de la Loire,Saint-Nazaire,Particulier,20,0,Digital,Google Ads,330.24,Data & BI,DataViz Pro,1,1626.12,23.6,1242.36,1,15,5.0,5.9,19,83.4,1,98.78,1,Non renouvelé
TXN-00123,CLI-5636,COM-191,2022-09-04,Provence-Alpes-Côte d'Azur,Nice,Grand Compte,28,3,Inbound Marketing,Salon Pro,1373.65,Cybersécurité,SecureGuard Basic,406,12122.25,7.5,11213.08,2,89,37.0,8.1,2,76.7,7,100.0,0,Upsell
TXN-00124,CLI-8971,COM-114,2023-11-06,Île-de-France,Montreuil,TPE,23,4,Partenaire Revendeur,Email Campaign,9.32,Infrastructure Cloud,Cloud Starter,7,10376.57,4.0,9961.51,5,8,19.9,7.9,67,65.5,0,100.0,0,Non renouvelé
TXN-00125,CLI-2065,COM-194,2022-02-12,Provence-Alpes-Côte d'Azur,Aix-en-Provence,Particulier,53,3,Digital,Email Campaign,37.8,Logiciels SaaS,ERP Cloud,1,803.31,12.1,706.11,1,8,51.7,5.6,53,80.7,3,99.92,0,Upsell
TXN-00126,CLI-8643,COM-178,2021-11-10,Auvergne-Rhône-Alpes,Lyon,TPE,18,9,Partenaire Revendeur,Webinar,31.67,Cybersécurité,SecureGuard Pro,10,5888.58,3.1,5706.03,1,60,38.8,8.1,-16,58.4,4,97.8,0,Upsell
TXN-00127,CLI-9893,COM-161,2023-02-05,Bretagne,Lorient,TPE,33,4,Commercial Terrain,Webinar,59.97,Support & Maintenance,Support Platinum,5,1451.12,3.6,1398.88,2,21,51.6,6.4,61,76.5,3,99.68,0,Renouvelé
TXN-00128,CLI-5520,COM-182,2021-11-27,Bretagne,Quimper,PME,18,3,Partenaire Revendeur,None,0.0,Cybersécurité,SecureGuard Pro,20,12452.41,13.4,10783.79,3,1,33.6,6.9,43,75.0,0,99.91,0,Renouvelé
TXN-00129,CLI-9529,COM-158,2023-12-23,Île-de-France,Montreuil,PME,28,0,Téléphonie,None,0.0,Infrastructure Cloud,Cloud Business,43,8683.82,2.2,8492.78,4,6,27.7,8.7,35,71.5,1,99.47,0,Renouvelé
TXN-00130,CLI-9613,COM-130,2021-01-02,Nouvelle-Aquitaine,Bordeaux,Particulier,32,7,Téléphonie,Google Ads,388.35,Logiciels SaaS,ERP Cloud,1,2041.61,15.4,1727.2,4,24,40.4,9.1,20,95.4,4,99.59,0,Renouvelé
TXN-00131,CLI-6880,COM-113,2022-10-26,Auvergne-Rhône-Alpes,Lyon,TPE,54,0,Inbound Marketing,SEO Organique,12.9,Data & BI,ML Platform,10,3642.73,4.1,3493.38,3,11,40.3,7.9,74,49.2,2,99.65,0,Renouvelé
TXN-00132,CLI-7978,COM-158,2023-09-28,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,42,7,Digital,Email Campaign,47.6,Support & Maintenance,Support Gold,5,579.1,0.3,577.36,8,20,43.5,7.2,82,73.0,2,99.55,0,Non renouvelé
TXN-00133,CLI-7396,COM-127,2021-02-09,Île-de-France,Montreuil,Grand Compte,28,1,Téléphonie,SEO Organique,12.11,Infrastructure Cloud,Cloud Starter,258,21347.43,8.1,19618.29,7,47,18.6,8.5,54,70.3,1,99.34,0,Upsell
TXN-00134,CLI-5625,COM-172,2021-08-18,Provence-Alpes-Côte d'Azur,Marseille,Grand Compte,50,0,Commercial Terrain,Webinar,89.16,Data & BI,Data Warehouse,202,7193.69,5.3,6812.42,4,20,33.7,6.6,-2,56.6,0,98.48,0,Renouvelé
TXN-00135,CLI-9301,COM-138,2023-01-14,Normandie,Caen,Particulier,38,5,Digital,Referral,64.73,Infrastructure Cloud,Cloud Business,1,4526.99,8.5,4142.2,10,18,36.3,8.8,-1,62.6,2,99.07,0,Upsell
TXN-00136,CLI-4619,COM-197,2022-09-22,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,38,0,Digital,Webinar,72.78,Infrastructure Cloud,Cloud Starter,3,4642.67,12.5,4062.34,3,5,35.1,6.1,10,64.0,1,97.64,0,Non renouvelé
TXN-00137,CLI-1956,COM-154,2022-05-06,Nouvelle-Aquitaine,Bordeaux,TPE,23,5,Digital,SEO Organique,16.99,Data & BI,DataViz Pro,1,6823.64,1.6,6714.46,5,4,18.8,6.8,63,64.9,1,98.9,0,Renouvelé
TXN-00138,CLI-1501,COM-188,2021-04-29,Hauts-de-France,Dunkerque,Grand Compte,26,0,Téléphonie,Webinar,88.02,Logiciels SaaS,CRM Pro,174,3496.3,1.4,3447.35,5,16,7.8,5.5,25,66.8,6,99.83,0,Non renouvelé
TXN-00139,CLI-7049,COM-119,2022-05-09,Auvergne-Rhône-Alpes,Lyon,Startup,28,6,Téléphonie,Google Ads,147.03,Cybersécurité,SecureGuard Pro,18,3223.17,9.8,2907.3,6,7,10.6,7.0,53,82.5,3,98.31,0,Upsell
TXN-00140,CLI-2736,COM-134,2021-06-11,Normandie,Caen,Particulier,38,3,Téléphonie,None,0.0,Logiciels SaaS,CRM Pro,1,915.23,3.9,879.54,5,15,16.6,9.9,17,78.0,4,98.53,0,Upsell
TXN-00141,CLI-6582,COM-164,2021-06-25,Normandie,Le Havre,TPE,38,3,Digital,Email Campaign,27.07,Infrastructure Cloud,Cloud Starter,3,6282.15,17.0,5214.18,4,25,12.7,9.9,77,47.7,1,98.15,0,Upsell
TXN-00142,CLI-8089,COM-163,2023-09-23,Provence-Alpes-Côte d'Azur,Aix-en-Provence,PME,56,1,Commercial Terrain,Webinar,82.9,Cybersécurité,SecureGuard Pro,33,2675.26,5.6,2525.45,6,3,5.9,10.0,0,73.7,2,100.0,0,Renouvelé
TXN-00143,CLI-8396,COM-191,2021-05-22,Nouvelle-Aquitaine,La Rochelle,TPE,42,0,Inbound Marketing,Email Campaign,8.6,Logiciels SaaS,ERP Cloud,9,3731.23,9.6,3373.03,3,6,44.7,6.0,28,74.4,2,100.0,0,Renouvelé
TXN-00144,CLI-6699,COM-192,2023-12-27,Provence-Alpes-Côte d'Azur,Toulon,Startup,18,5,Commercial Terrain,Email Campaign,32.09,Cybersécurité,SecureGuard Basic,18,5619.9,9.1,5108.49,1,58,38.9,10.0,27,91.4,2,98.85,0,Upsell
TXN-00145,CLI-7584,COM-119,2021-09-15,Provence-Alpes-Côte d'Azur,Toulon,TPE,41,0,Téléphonie,Email Campaign,39.67,Logiciels SaaS,HR Manager,4,2033.31,3.7,1958.08,3,30,44.7,9.3,55,56.9,0,100.0,0,Upsell
TXN-00146,CLI-4411,COM-125,2021-09-20,Île-de-France,Montreuil,Particulier,20,1,Partenaire Revendeur,Google Ads,109.33,Cybersécurité,SecureGuard Basic,1,2707.09,12.2,2376.83,4,40,22.7,9.0,45,83.7,2,100.0,0,Renouvelé
TXN-00147,CLI-6990,COM-195,2023-09-01,Occitanie,Montpellier,TPE,26,2,Partenaire Revendeur,SEO Organique,19.56,Logiciels SaaS,HR Manager,2,2732.76,6.0,2568.79,4,20,31.6,7.6,79,55.0,1,100.0,0,Renouvelé
TXN-00148,CLI-6964,COM-171,2021-12-05,Nouvelle-Aquitaine,La Rochelle,Particulier,28,1,Commercial Terrain,Referral,67.5,Data & BI,Data Warehouse,1,2029.86,9.6,1834.99,9,35,21.0,4.4,73,77.3,3,99.15,0,Renouvelé
TXN-00149,CLI-9271,COM-144,2022-06-27,Île-de-France,Boulogne-Billancourt,TPE,30,0,Partenaire Revendeur,SEO Organique,0.85,Cybersécurité,SecureGuard Basic,5,6765.35,7.6,6251.18,6,17,54.2,6.1,14,42.5,4,99.79,0,Renouvelé
TXN-00150,CLI-5853,COM-167,2023-12-17,Provence-Alpes-Côte d'Azur,Marseille,PME,21,0,Commercial Terrain,Google Ads,481.61,Support & Maintenance,Support Bronze,26,387.92,15.7,327.02,4,4,28.7,6.4,36,59.3,0,99.85,0,Renouvelé
TXN-00151,CLI-3386,COM-148,2023-05-17,Pays de la Loire,Le Mans,PME,40,0,Inbound Marketing,Webinar,110.41,Support & Maintenance,Support Gold,15,1190.57,19.2,961.98,7,17,24.8,6.9,34,83.5,2,98.13,0,Renouvelé
TXN-00152,CLI-4018,COM-142,2022-03-10,Provence-Alpes-Côte d'Azur,Aix-en-Provence,PME,21,5,Digital,Referral,96.38,Logiciels SaaS,HR Manager,39,5099.16,2.9,4951.28,2,29,16.9,6.4,18,78.4,2,99.45,0,Renouvelé
TXN-00153,CLI-8344,COM-184,2022-02-16,Île-de-France,Montreuil,Particulier,42,0,Digital,LinkedIn Ads,465.03,Logiciels SaaS,HR Manager,1,945.16,4.7,900.74,4,8,31.3,7.1,-11,57.9,6,99.14,1,Non renouvelé
TXN-00154,CLI-2415,COM-131,2022-10-01,Nouvelle-Aquitaine,Bordeaux,Startup,64,11,Digital,LinkedIn Ads,422.11,Cybersécurité,SecureGuard Pro,6,2330.74,3.5,2249.16,5,36,29.1,8.1,34,50.4,7,99.22,1,Non renouvelé
TXN-00155,CLI-8465,COM-179,2023-03-29,Normandie,Rouen,Startup,22,0,Partenaire Revendeur,Google Ads,295.11,Cybersécurité,SecureGuard Pro,17,10991.79,1.9,10782.95,7,4,18.4,7.3,61,90.5,2,99.9,0,Renouvelé
TXN-00156,CLI-3556,COM-119,2023-02-04,Provence-Alpes-Côte d'Azur,Nice,PME,34,0,Commercial Terrain,Webinar,65.81,Logiciels SaaS,Collaboration Suite,28,2198.63,4.7,2095.29,4,7,25.1,6.8,40,94.3,3,100.0,0,Upsell
TXN-00157,CLI-7385,COM-161,2023-06-17,Hauts-de-France,Amiens,PME,18,2,Digital,None,0.0,Logiciels SaaS,HR Manager,50,4465.4,2.3,4362.7,4,38,11.3,6.7,45,92.3,3,98.23,0,Renouvelé
TXN-00158,CLI-7622,COM-184,2023-11-26,Grand Est,Mulhouse,Startup,34,0,Digital,Email Campaign,47.12,Cybersécurité,SecureGuard Basic,17,7645.77,11.1,6797.09,5,8,14.4,9.8,78,67.7,4,98.53,0,Renouvelé
TXN-00159,CLI-3183,COM-149,2023-07-14,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,45,2,Inbound Marketing,None,0.0,Support & Maintenance,Support Platinum,3,789.33,0.8,783.02,1,29,46.7,6.5,8,69.0,3,99.06,0,Renouvelé
TXN-00160,CLI-6924,COM-170,2021-09-05,Hauts-de-France,Roubaix,PME,46,5,Partenaire Revendeur,None,0.0,Support & Maintenance,Support Silver,32,3145.88,4.0,3020.04,1,36,39.4,8.6,11,53.2,8,99.99,0,Upsell
TXN-00161,CLI-7637,COM-158,2022-05-23,Auvergne-Rhône-Alpes,Annecy,TPE,38,0,Téléphonie,LinkedIn Ads,728.08,Logiciels SaaS,CRM Pro,6,2251.87,8.7,2055.96,1,7,38.7,7.2,22,51.7,4,98.81,1,Non renouvelé
TXN-00162,CLI-7012,COM-184,2022-04-06,Occitanie,Toulouse,Grand Compte,48,4,Téléphonie,Email Campaign,36.42,Infrastructure Cloud,Cloud Business,437,20005.8,9.5,18105.25,2,21,14.1,3.8,67,92.8,1,98.46,0,Renouvelé
TXN-00163,CLI-1424,COM-111,2021-05-12,Occitanie,Montpellier,PME,68,1,Commercial Terrain,Email Campaign,18.89,Logiciels SaaS,ERP Cloud,28,4496.61,8.3,4123.39,5,85,45.3,10.0,61,74.3,1,99.46,0,Upsell
TXN-00164,CLI-5243,COM-133,2022-11-24,Nouvelle-Aquitaine,La Rochelle,TPE,58,0,Commercial Terrain,None,0.0,Infrastructure Cloud,Cloud Business,1,5590.27,5.1,5305.17,4,26,29.0,9.4,42,67.3,0,97.5,0,Renouvelé
TXN-00165,CLI-7271,COM-189,2021-02-13,Île-de-France,Versailles,PME,31,0,Inbound Marketing,Salon Pro,365.05,Data & BI,Analytics Engine,21,28726.44,6.4,26887.95,9,1,22.4,10.0,77,65.1,1,99.27,0,Renouvelé
TXN-00166,CLI-1130,COM-110,2022-04-17,Bretagne,Lorient,Particulier,20,7,Digital,Referral,77.0,Data & BI,Analytics Engine,1,3380.26,5.8,3184.2,4,6,22.8,8.8,7,68.0,4,100.0,0,Upsell
TXN-00167,CLI-8805,COM-130,2022-03-28,Provence-Alpes-Côte d'Azur,Marseille,PME,33,0,Commercial Terrain,Google Ads,197.97,Infrastructure Cloud,Hybrid Connect,35,12372.94,12.3,10851.07,5,51,29.3,7.3,22,57.2,2,99.56,0,Non renouvelé
TXN-00168,CLI-1369,COM-135,2021-01-15,Île-de-France,Boulogne-Billancourt,PME,26,6,Digital,SEO Organique,5.65,Logiciels SaaS,HR Manager,24,11134.68,4.8,10600.22,3,19,33.8,8.2,45,80.7,3,98.57,0,Upsell
TXN-00169,CLI-1701,COM-173,2021-05-26,Île-de-France,Boulogne-Billancourt,PME,43,2,Commercial Terrain,Google Ads,479.22,Infrastructure Cloud,Cloud Enterprise,33,17473.97,7.9,16093.53,4,2,41.4,6.3,28,60.2,1,99.28,0,Renouvelé
TXN-00170,CLI-2359,COM-125,2021-05-01,Occitanie,Montpellier,Startup,23,0,Commercial Terrain,Referral,67.21,Support & Maintenance,Support Gold,15,928.51,8.3,851.44,4,13,27.2,5.7,60,48.3,3,98.61,0,Renouvelé
TXN-00171,CLI-5817,COM-115,2022-04-14,Hauts-de-France,Lille,TPE,37,1,Commercial Terrain,Email Campaign,40.35,Logiciels SaaS,CRM Pro,9,4330.05,3.2,4191.49,5,37,24.3,10.0,86,79.5,3,98.18,0,Upsell
TXN-00172,CLI-5496,COM-197,2021-05-19,Île-de-France,Paris,TPE,48,5,Digital,None,0.0,Infrastructure Cloud,Hybrid Connect,3,4492.98,6.9,4182.96,6,40,46.1,6.7,32,94.9,5,98.9,0,Non renouvelé
TXN-00173,CLI-2822,COM-161,2021-03-06,Nouvelle-Aquitaine,Bordeaux,Grand Compte,36,3,Commercial Terrain,None,0.0,Data & BI,ML Platform,200,48676.96,11.8,42933.08,3,26,25.3,7.5,47,44.4,4,98.56,1,Non renouvelé
TXN-00174,CLI-4645,COM-177,2022-11-08,Provence-Alpes-Côte d'Azur,Aix-en-Provence,Grand Compte,26,2,Digital,SEO Organique,3.74,Data & BI,ML Platform,148,35024.53,5.4,33133.21,5,41,38.2,8.0,62,66.3,2,100.0,0,Renouvelé
TXN-00175,CLI-1083,COM-149,2021-05-26,Occitanie,Nîmes,TPE,52,5,Digital,None,0.0,Support & Maintenance,Support Platinum,1,920.3,6.1,864.16,2,16,12.2,6.8,57,91.0,6,100.0,0,Non renouvelé
TXN-00176,CLI-7194,COM-156,2023-11-19,Île-de-France,Paris,Particulier,18,0,Digital,Google Ads,104.47,Infrastructure Cloud,Hybrid Connect,1,2510.52,1.2,2480.39,6,19,44.2,8.9,88,74.5,4,99.11,0,Renouvelé
TXN-00177,CLI-9343,COM-104,2022-05-03,Hauts-de-France,Dunkerque,Particulier,34,7,Partenaire Revendeur,None,0.0,Infrastructure Cloud,Cloud Starter,1,2255.23,3.6,2174.04,6,16,16.6,7.0,47,61.2,2,98.91,0,Non renouvelé
TXN-00178,CLI-7897,COM-155,2022-07-25,Auvergne-Rhône-Alpes,Grenoble,Grand Compte,37,5,Commercial Terrain,Referral,84.22,Infrastructure Cloud,Hybrid Connect,392,18470.02,13.1,16050.45,4,10,20.8,10.0,36,38.3,4,99.48,0,Upsell
TXN-00179,CLI-3949,COM-100,2023-09-22,Pays de la Loire,Saint-Nazaire,TPE,38,3,Téléphonie,SEO Organique,23.24,Support & Maintenance,Support Platinum,2,709.1,3.7,682.86,3,31,42.7,3.8,5,88.9,3,98.62,0,Renouvelé
TXN-00180,CLI-5270,COM-146,2022-03-15,Île-de-France,Montreuil,Particulier,40,5,Partenaire Revendeur,LinkedIn Ads,430.13,Data & BI,Data Warehouse,1,2676.18,8.2,2456.73,1,32,37.9,6.0,45,41.1,4,99.05,0,Non renouvelé
TXN-00181,CLI-1663,COM-146,2021-09-28,Auvergne-Rhône-Alpes,Lyon,TPE,45,2,Téléphonie,SEO Organique,11.34,Data & BI,Analytics Engine,8,17930.06,5.1,17015.63,4,59,23.8,9.1,7,83.4,1,99.25,0,Renouvelé
TXN-00182,CLI-9387,COM-171,2023-08-27,Île-de-France,Versailles,Particulier,37,3,Commercial Terrain,Referral,99.32,Logiciels SaaS,CRM Pro,1,1548.19,2.6,1507.94,1,11,46.6,4.4,6,41.1,4,98.61,0,Renouvelé
TXN-00183,CLI-8292,COM-182,2022-05-13,Pays de la Loire,Angers,PME,33,2,Commercial Terrain,SEO Organique,16.89,Data & BI,ML Platform,34,8826.32,1.1,8729.23,3,30,53.4,7.6,47,71.1,4,98.28,0,Renouvelé
TXN-00184,CLI-2681,COM-112,2023-08-27,Pays de la Loire,Le Mans,Particulier,33,1,Commercial Terrain,LinkedIn Ads,408.39,Infrastructure Cloud,Hybrid Connect,1,1638.3,8.8,1494.13,4,12,43.5,6.6,25,63.2,0,99.46,0,Renouvelé
TXN-00185,CLI-1084,COM-161,2023-04-14,Provence-Alpes-Côte d'Azur,Nice,Startup,30,2,Téléphonie,Google Ads,464.75,Logiciels SaaS,CRM Pro,14,6572.8,5.7,6198.15,5,70,33.2,7.0,-37,78.8,7,99.54,0,Renouvelé
TXN-00186,CLI-1056,COM-129,2022-01-25,Occitanie,Montpellier,Particulier,47,0,Commercial Terrain,None,0.0,Logiciels SaaS,HR Manager,1,747.41,4.9,710.79,5,11,13.2,9.4,100,54.6,5,98.45,0,Renouvelé
TXN-00187,CLI-7747,COM-140,2021-07-13,Bretagne,Brest,Startup,30,1,Partenaire Revendeur,LinkedIn Ads,591.9,Cybersécurité,SecureGuard Basic,18,2866.57,5.1,2720.37,1,46,30.9,7.5,-8,97.7,2,99.57,0,Renouvelé
TXN-00188,CLI-7703,COM-159,2021-07-18,Nouvelle-Aquitaine,Bordeaux,TPE,48,0,Partenaire Revendeur,SEO Organique,0.04,Infrastructure Cloud,Cloud Enterprise,5,1662.27,0.3,1657.28,2,53,22.2,5.8,27,61.6,2,99.01,1,Non renouvelé
TXN-00189,CLI-9871,COM-177,2023-06-02,Nouvelle-Aquitaine,La Rochelle,Particulier,38,0,Digital,Referral,42.09,Support & Maintenance,Support Bronze,1,138.21,7.5,127.84,4,13,44.1,9.0,0,79.5,3,98.83,0,Renouvelé
TXN-00190,CLI-1966,COM-116,2022-12-27,Provence-Alpes-Côte d'Azur,Toulon,PME,31,1,Digital,Google Ads,302.57,Data & BI,Data Warehouse,28,5711.21,3.7,5499.9,4,7,13.5,7.6,27,77.3,1,97.78,0,Renouvelé
TXN-00191,CLI-5455,COM-115,2023-05-18,Île-de-France,Boulogne-Billancourt,PME,45,5,Téléphonie,Email Campaign,22.8,Logiciels SaaS,CRM Pro,42,2289.53,16.6,1909.47,6,2,24.7,4.7,21,90.6,5,99.75,1,Non renouvelé
TXN-00192,CLI-2643,COM-191,2023-04-22,Pays de la Loire,Saint-Nazaire,Startup,29,1,Digital,SEO Organique,9.28,Cybersécurité,Endpoint Shield,23,16014.18,8.2,14701.02,1,72,39.9,6.0,14,84.5,1,98.98,0,Renouvelé
TXN-00193,CLI-8960,COM-115,2023-08-15,Pays de la Loire,Angers,Startup,45,4,Digital,None,0.0,Logiciels SaaS,ERP Cloud,21,3392.2,4.2,3249.73,4,31,25.7,7.0,32,65.7,4,99.03,0,Renouvelé
TXN-00194,CLI-3221,COM-149,2021-04-21,Occitanie,Montpellier,Particulier,40,0,Inbound Marketing,None,0.0,Infrastructure Cloud,Hybrid Connect,1,1556.05,3.9,1495.36,2,51,36.4,8.6,3,91.3,0,99.67,0,Upsell
TXN-00195,CLI-9786,COM-117,2021-07-21,Provence-Alpes-Côte d'Azur,Marseille,PME,30,1,Digital,Google Ads,230.41,Cybersécurité,SOC 24/7,42,3911.68,12.2,3434.46,3,28,11.4,7.0,51,79.2,2,100.0,0,Renouvelé
TXN-00196,CLI-3305,COM-143,2021-05-05,Auvergne-Rhône-Alpes,Grenoble,Startup,44,0,Inbound Marketing,Google Ads,307.58,Support & Maintenance,Support Gold,5,1073.72,20.2,856.83,5,5,47.6,8.9,48,72.2,4,98.8,0,Upsell
TXN-00197,CLI-1126,COM-103,2023-04-05,Hauts-de-France,Amiens,Startup,44,0,Partenaire Revendeur,None,0.0,Infrastructure Cloud,Cloud Starter,29,2046.89,12.7,1786.93,4,10,22.3,7.3,36,60.9,2,99.35,0,Renouvelé
TXN-00198,CLI-8728,COM-150,2022-11-26,Pays de la Loire,Nantes,Grand Compte,51,2,Partenaire Revendeur,None,0.0,Data & BI,Analytics Engine,165,19949.77,6.4,18672.98,8,12,31.4,6.0,51,59.5,4,100.0,0,Renouvelé
TXN-00199,CLI-7678,COM-189,2021-08-12,Pays de la Loire,Angers,TPE,49,2,Digital,Email Campaign,44.82,Data & BI,ML Platform,2,21483.18,5.9,20215.67,3,16,28.4,7.3,66,93.7,2,99.45,0,Renouvelé
TXN-00200,CLI-3760,COM-175,2022-05-25,Grand Est,Strasbourg,PME,43,0,Digital,Email Campaign,9.01,Infrastructure Cloud,Cloud Business,33,11526.9,8.0,10604.75,9,1,25.6,8.5,-7,69.4,1,98.98,0,Upsell
TXN-00201,CLI-4148,COM-171,2022-01-28,Occitanie,Perpignan,PME,24,1,Commercial Terrain,Google Ads,417.3,Infrastructure Cloud,Cloud Enterprise,25,6824.53,4.1,6544.72,3,33,21.4,6.9,83,77.7,5,100.0,0,Renouvelé
TXN-00202,CLI-9216,COM-178,2022-01-25,Île-de-France,Montreuil,Particulier,67,5,Digital,SEO Organique,11.57,Data & BI,Data Warehouse,1,4731.78,9.9,4263.33,4,9,19.5,5.2,85,73.9,2,98.16,0,Non renouvelé
TXN-00203,CLI-2823,COM-124,2023-07-08,Île-de-France,Montreuil,TPE,21,0,Digital,SEO Organique,10.43,Logiciels SaaS,CRM Pro,9,1700.28,1.7,1671.38,8,19,24.5,7.6,60,64.6,4,99.44,0,Non renouvelé
TXN-00204,CLI-2994,COM-147,2021-10-15,Pays de la Loire,Nantes,Startup,49,0,Digital,LinkedIn Ads,577.25,Support & Maintenance,Support Silver,27,723.68,17.2,599.21,4,1,35.0,5.6,25,66.6,2,98.83,0,Renouvelé
